trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
175,True,"{'a': 0, 'e': 0}",30,16,23.571525695479707,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,True,"{'a': 0, 'e': 0}",20,12,13.608841725583513,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,True,"{'a': 0, 'e': 0}",25,11,29.245196130302496,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,True,"{'a': 0, 'e': 0}",25,14,19.152077924518824,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,True,"{'a': 0, 'e': 0}",30,13,30.52191884552566,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,True,"{'a': 0, 'e': 0}",25,15,19.966931245931523,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,True,"{'a': 0, 'e': 0}",20,2,25.13962115698904,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,True,"{'a': 0, 'e': 0}",25,11,28.142701869702414,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,True,"{'a': 0, 'e': 0}",25,13,22.207237518006952,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,True,"{'a': 0, 'e': 0}",25,11,26.96394214939349,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,True,"{'a': 0, 'e': 0}",25,6,32.46728603990269,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,True,"{'a': 0, 'e': 0}",30,17,25.730458471664253,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,True,"{'a': 0, 'e': 0}",25,13,20.669836817861594,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,True,"{'a': 0, 'e': 0}",30,16,21.401160851358917,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,True,"{'a': 0, 'e': 0}",30,13,34.75937368696276,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,True,"{'a': 0, 'e': 0}",20,11,16.835471854673486,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,True,"{'a': 0, 'e': 0}",20,6,21.11109144524571,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,True,"{'a': 0, 'e': 0}",20,12,15.27358489608611,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,True,"{'a': 0, 'e': 0}",20,12,16.741618811531982,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,True,"{'a': 0, 'e': 0}",30,17,23.98580755283214,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,True,"{'a': 0, 'e': 0}",20,16,7.240076371162967,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,True,"{'a': 0, 'e': 0}",25,14,18.321341705465343,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,True,"{'a': 0, 'e': 0}",20,7,23.6270973965541,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,True,"{'a': 0, 'e': 0}",25,15,19.55344934311461,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,True,"{'a': 0, 'e': 0}",20,15,9.536715438796215,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,True,"{'a': 0, 'e': 0}",20,8,25.936264001324652,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,True,"{'a': 0, 'e': 0}",30,24,11.346629502884413,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,True,"{'a': 0, 'e': 0}",20,3,30.998179239294334,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,True,"{'a': 0, 'e': 0}",20,15,9.501037855851644,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,True,"{'a': 0, 'e': 0}",20,14,13.096018194630375,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,True,"{'a': 0, 'e': 0}",25,13,21.709069338647925,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,True,"{'a': 0, 'e': 0}",35,21,22.941670530165556,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,True,"{'a': 0, 'e': 0}",20,10,17.687733013252615,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,True,"{'a': 0, 'e': 0}",30,1,46.438491591318076,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,True,"{'a': 0, 'e': 0}",25,17,13.967476146207913,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,True,"{'a': 0, 'e': 0}",20,14,8.782002038200508,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,True,"{'a': 0, 'e': 0}",20,16,8.48696229693551,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,True,"{'a': 0, 'e': 0}",30,17,25.21596184547815,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,True,"{'a': 0, 'e': 0}",30,22,16.57540383123669,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,True,"{'a': 0, 'e': 0}",35,25,16.37497691828818,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,True,"{'a': 0, 'e': 0}",30,17,24.476237888060293,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,True,"{'a': 0, 'e': 0}",25,16,17.343074130787862,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,True,"{'a': 0, 'e': 0}",25,17,14.737230299545779,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,True,"{'a': 0, 'e': 0}",20,6,26.223093282872096,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,True,"{'a': 0, 'e': 0}",25,5,38.5255595113614,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,True,"{'a': 0, 'e': 0}",20,3,28.870031864932216,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,True,"{'a': 0, 'e': 0}",20,14,12.148850072266809,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,True,"{'a': 0, 'e': 0}",25,13,21.41235489227479,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,True,"{'a': 0, 'e': 0}",20,16,9.753506351089465,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,True,"{'a': 0, 'e': 0}",25,16,18.469375437464485,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,True,"{'a': 0, 'e': 0}",30,16,24.097404459619526,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,True,"{'a': 0, 'e': 0}",20,13,12.259035517978305,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,True,"{'a': 0, 'e': 0}",20,7,23.88441081592622,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,True,"{'a': 0, 'e': 0}",20,12,15.131529668237128,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,True,"{'a': 0, 'e': 0}",25,15,16.945197418271682,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,True,"{'a': 0, 'e': 0}",25,15,20.851480096259117,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,True,"{'a': 0, 'e': 0}",20,3,32.677403233606476,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,True,"{'a': 0, 'e': 0}",20,16,7.586695439903865,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,True,"{'a': 0, 'e': 0}",20,0,31.00185019624766,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
234,True,"{'a': 0, 'e': 0}",20,16,8.066812564611789,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,True,"{'a': 0, 'e': 0}",25,13,21.476116316120745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,True,"{'a': 0, 'e': 0}",20,15,11.436744652460042,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,True,"{'a': 0, 'e': 0}",20,13,14.391812207861687,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,True,"{'a': 0, 'e': 0}",25,17,15.295091200953802,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,True,"{'a': 0, 'e': 0}",25,20,10.356260870738586,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,True,"{'a': 0, 'e': 0}",25,12,28.31057239443524,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,True,"{'a': 0, 'e': 0}",25,2,41.69909600046204,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,True,"{'a': 0, 'e': 0}",30,18,24.91782101603617,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,True,"{'a': 0, 'e': 0}",30,21,17.180914725533587,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,True,"{'a': 0, 'e': 0}",30,14,28.630245902946175,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,True,"{'a': 0, 'e': 0}",20,3,26.915549183115324,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,True,"{'a': 0, 'e': 0}",25,13,22.778813218956554,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,True,"{'a': 0, 'e': 0}",30,16,26.13130041011305,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,True,"{'a': 0, 'e': 0}",20,13,13.751552986628244,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,True,"{'a': 0, 'e': 0}",25,11,24.497714387395604,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,True,"{'a': 0, 'e': 0}",25,10,26.788520592768748,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,True,"{'a': 0, 'e': 0}",25,14,22.029661410865153,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,True,"{'a': 0, 'e': 0}",25,17,18.477644495801172,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,True,"{'a': 0, 'e': 0}",20,13,9.880596092473121,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,True,"{'a': 0, 'e': 0}",25,16,15.50502662880289,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,True,"{'a': 0, 'e': 0}",30,17,24.22047381361504,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,True,"{'a': 0, 'e': 0}",20,14,10.456416670434498,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,True,"{'a': 0, 'e': 0}",20,14,10.883767956194882,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,True,"{'a': 0, 'e': 0}",20,16,7.584706865507815,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,True,"{'a': 0, 'e': 0}",25,20,11.346650289813574,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,True,"{'a': 0, 'e': 0}",20,16,5.859055484930822,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,True,"{'a': 0, 'e': 0}",20,12,15.519502444049941,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,True,"{'a': 0, 'e': 0}",30,20,17.616478013010326,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,True,"{'a': 0, 'e': 0}",35,23,21.448795473849586,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,True,"{'a': 0, 'e': 0}",20,13,12.057455824218561,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,True,"{'a': 0, 'e': 0}",20,13,13.562189846202532,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,True,"{'a': 0, 'e': 0}",30,22,14.483537066492019,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,True,"{'a': 0, 'e': 0}",20,16,8.596900945108032,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,True,"{'a': 0, 'e': 0}",20,9,18.145987522341045,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,True,"{'a': 0, 'e': 0}",25,19,10.443002036335681,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,True,"{'a': 0, 'e': 0}",20,9,19.272566322555615,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,True,"{'a': 0, 'e': 0}",20,10,21.08337068295853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,True,"{'a': 0, 'e': 0}",20,10,19.60412372079493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,True,"{'a': 0, 'e': 0}",20,0,34.06064243589615,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
274,True,"{'a': 0, 'e': 0}",30,20,21.00602706354159,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,True,"{'a': 0, 'e': 0}",25,12,22.91047003269279,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,True,"{'a': 0, 'e': 0}",25,20,11.120453147842948,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,True,"{'a': 0, 'e': 0}",30,13,31.218864473489543,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,True,"{'a': 0, 'e': 0}",20,13,13.42688743238412,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,True,"{'a': 0, 'e': 0}",25,11,25.67553816417384,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,True,"{'a': 0, 'e': 0}",20,16,7.759741632260683,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,True,"{'a': 0, 'e': 0}",20,6,23.5271848059238,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,True,"{'a': 0, 'e': 0}",35,21,25.550078662220308,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,True,"{'a': 0, 'e': 0}",20,14,12.984421440021553,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,True,"{'a': 0, 'e': 0}",20,10,16.422076634602607,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,True,"{'a': 0, 'e': 0}",20,14,12.380935190704545,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,True,"{'a': 0, 'e': 0}",20,14,11.980941704994061,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,True,"{'a': 0, 'e': 0}",20,12,15.218179068447386,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,True,"{'a': 0, 'e': 0}",25,15,17.387060065260318,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,True,"{'a': 0, 'e': 0}",20,0,33.37036073199904,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
290,True,"{'a': 0, 'e': 0}",20,16,7.097712761564296,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,True,"{'a': 0, 'e': 0}",30,22,17.339009585359726,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,True,"{'a': 0, 'e': 0}",20,14,13.058518748914484,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,True,"{'a': 0, 'e': 0}",20,11,17.269581774977123,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,True,"{'a': 0, 'e': 0}",25,8,29.774812104273604,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,True,"{'a': 0, 'e': 0}",25,14,22.808949585968655,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,True,"{'a': 0, 'e': 0}",20,14,9.177097075472277,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,True,"{'a': 0, 'e': 0}",20,10,18.110864738571053,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,True,"{'a': 0, 'e': 0}",20,15,10.407598176911897,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,True,"{'a': 0, 'e': 0}",25,13,23.357362914071132,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,True,"{'a': 0, 'e': 0}",20,14,10.157417659537721,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
