trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.995, 'e': 1.0}",25,0,-50.846607651393306,"{0: 15, 1: 7, 2: 2, 3: 1, 4: 0}",0
2,False,"{'a': 0.99, 'e': 0.9999500012499791}",25,0,-134.28809341805763,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
3,False,"{'a': 0.985, 'e': 0.9998000199986667}",25,0,-110.11937443346861,"{0: 13, 1: 6, 2: 4, 3: 1, 4: 1}",0
4,False,"{'a': 0.98, 'e': 0.9995501012348142}",20,0,-87.91532347747571,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
5,False,"{'a': 0.975, 'e': 0.9992003199146837}",25,0,-87.71797515109694,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
6,False,"{'a': 0.97, 'e': 0.9987507809245809}",20,0,-272.32512768455865,"{0: 8, 1: 3, 2: 3, 3: 0, 4: 6}",0
7,False,"{'a': 0.965, 'e': 0.9982016190284373}",20,0,-48.44898890877127,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
8,False,"{'a': 0.96, 'e': 0.9975529988004797}",20,3,-34.57051310660765,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 0}",1
9,False,"{'a': 0.955, 'e': 0.9968051145430329}",20,0,-108.29142182715077,"{0: 9, 1: 5, 2: 5, 3: 0, 4: 1}",0
10,False,"{'a': 0.95, 'e': 0.9959581901895135}",30,20,8.443494271472332,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
11,False,"{'a': 0.945, 'e': 0.9950124791926823}",25,0,-101.23789194039422,"{0: 14, 1: 6, 2: 3, 3: 1, 4: 1}",0
12,False,"{'a': 0.94, 'e': 0.9939682643982343}",20,1,-24.543684631439678,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
13,False,"{'a': 0.9349999999999999, 'e': 0.9928258579038134}",20,0,-58.69757622002868,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
14,False,"{'a': 0.9299999999999999, 'e': 0.9915856009035505}",20,0,-56.51625186945363,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
15,False,"{'a': 0.9249999999999999, 'e': 0.9902478635182347}",30,0,-79.95186266267385,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
16,False,"{'a': 0.9199999999999999, 'e': 0.9888130446112331}",25,0,-134.37367296246626,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
17,False,"{'a': 0.9149999999999999, 'e': 0.9872815715902905}",25,0,-143.89692436279236,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
18,False,"{'a': 0.9099999999999999, 'e': 0.9856539001953453}",25,0,-87.30450322880799,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
19,False,"{'a': 0.9049999999999999, 'e': 0.9839305142725083}",20,0,-213.42480685320322,"{0: 9, 1: 4, 2: 2, 3: 1, 4: 4}",0
20,False,"{'a': 0.8999999999999999, 'e': 0.9821119255343637}",20,0,-97.69341541374165,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
21,False,"{'a': 0.8949999999999999, 'e': 0.9801986733067553}",30,0,-275.5310258308766,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 5}",0
22,False,"{'a': 0.8899999999999999, 'e': 0.9781913242622374}",20,0,-71.88346605599638,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
23,False,"{'a': 0.8849999999999999, 'e': 0.9760904721403703}",20,0,-122.92918926621023,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
24,False,"{'a': 0.8799999999999999, 'e': 0.9738967374550571}",25,0,-45.65301402488728,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
25,False,"{'a': 0.8749999999999999, 'e': 0.9716107671891228}",20,11,-28.21454942629458,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
26,False,"{'a': 0.8699999999999999, 'e': 0.9692332344763441}",35,0,-255.9394994478266,"{0: 20, 1: 3, 2: 6, 3: 2, 4: 4}",0
27,False,"{'a': 0.8649999999999999, 'e': 0.9667648382711531}",25,0,-44.87469658422978,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
28,False,"{'a': 0.8599999999999999, 'e': 0.9642063030062366}",20,0,-86.92688292517283,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
29,False,"{'a': 0.8549999999999999, 'e': 0.9615583782382694}",20,0,-143.55717872731566,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
30,False,"{'a': 0.8499999999999999, 'e': 0.9588218382820232}",25,0,-41.323270708939305,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
31,False,"{'a': 0.8449999999999999, 'e': 0.9559974818330998}",25,15,-26.117531104345463,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
32,False,"{'a': 0.8399999999999999, 'e': 0.9530861315795482}",20,0,-137.84509155533664,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
33,False,"{'a': 0.8349999999999999, 'e': 0.9500886338026269}",20,0,-78.89493848490534,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
34,False,"{'a': 0.8299999999999998, 'e': 0.9470058579669858}",20,0,-44.69415111766852,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
35,False,"{'a': 0.8249999999999998, 'e': 0.9438386963005431}",25,0,-157.08323171607114,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
36,False,"{'a': 0.8199999999999998, 'e': 0.9405880633643421}",20,10,-69.81024418659473,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 1}",1
37,False,"{'a': 0.8149999999999998, 'e': 0.9372548956126777}",25,0,-205.52867420277408,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 4}",0
38,False,"{'a': 0.8099999999999998, 'e': 0.9338401509437892}",25,19,2.6457900318951193,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.8049999999999998, 'e': 0.9303448082414207}",20,0,-78.6835181203246,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
40,False,"{'a': 0.7999999999999998, 'e': 0.9267698669075553}",25,0,-189.9592662107918,"{0: 11, 1: 6, 2: 5, 3: 0, 4: 3}",0
41,False,"{'a': 0.7949999999999998, 'e': 0.9231163463866358}",20,0,-113.92119336720181,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
42,False,"{'a': 0.7899999999999998, 'e': 0.9193852856815898}",25,0,-134.60729086826208,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
43,False,"{'a': 0.7849999999999998, 'e': 0.9155777428619776}",20,0,-64.30105033496515,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
44,False,"{'a': 0.7799999999999998, 'e': 0.9116947945645905}",30,0,-253.7994284104371,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 5}",0
45,False,"{'a': 0.7749999999999998, 'e': 0.9077375354868296}",30,0,-83.96487534386473,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
46,False,"{'a': 0.7699999999999998, 'e': 0.903707077873196}",25,0,-64.24249873574452,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",1
47,False,"{'a': 0.7649999999999998, 'e': 0.8996045509952315}",20,0,-93.92701892877011,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
48,False,"{'a': 0.7599999999999998, 'e': 0.895431100625247}",25,17,0.9391512760127458,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
49,False,"{'a': 0.7549999999999998, 'e': 0.8911878885041844}",20,10,-14.313844603780993,"{0: 6, 1: 4, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.7499999999999998, 'e': 0.8868760918039538}",25,0,-102.92965233182152,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
51,False,"{'a': 0.7449999999999998, 'e': 0.8824969025845955}",20,15,1.0435778744270592,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.7399999999999998, 'e': 0.8780515272466163}",20,6,-84.12402767762391,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 1}",1
53,False,"{'a': 0.7349999999999998, 'e': 0.8735411859788501}",30,0,-97.16922836222211,"{0: 19, 1: 6, 2: 3, 3: 1, 4: 1}",0
54,False,"{'a': 0.7299999999999998, 'e': 0.8689671122021958}",25,0,-151.25107110599646,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 3}",0
55,False,"{'a': 0.7249999999999998, 'e': 0.864330552009586}",30,0,-73.86721262012142,"{0: 20, 1: 5, 2: 3, 3: 2, 4: 0}",0
56,False,"{'a': 0.7199999999999998, 'e': 0.8596327636025423}",25,7,-67.692927248633,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 0}",1
57,False,"{'a': 0.7149999999999997, 'e': 0.8548750167246695}",25,4,-46.8061007788918,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 0}",1
58,False,"{'a': 0.7099999999999997, 'e': 0.8500585920924473}",20,0,-29.947106002987457,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
59,False,"{'a': 0.7049999999999997, 'e': 0.8451847808236714}",20,7,-111.3309843109938,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 2}",1
60,False,"{'a': 0.6999999999999997, 'e': 0.8402548838639021}",25,0,-59.24601236106571,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
61,False,"{'a': 0.6949999999999997, 'e': 0.835270211411272}",20,0,-148.7722586789947,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
62,False,"{'a': 0.6899999999999997, 'e': 0.8302320823400083}",25,0,-96.9540855478255,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
63,False,"{'a': 0.6849999999999997, 'e': 0.825141823623021}",25,18,-8.74014819035183,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
64,False,"{'a': 0.6799999999999997, 'e': 0.8200007697539087}",25,0,-92.65151059966065,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
65,False,"{'a': 0.6749999999999997, 'e': 0.8148102621687294}",25,0,-219.84432084692872,"{0: 13, 1: 1, 2: 7, 3: 0, 4: 4}",0
66,False,"{'a': 0.6699999999999997, 'e': 0.8095716486678869}",35,15,-103.11309164580642,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",1
67,False,"{'a': 0.6649999999999997, 'e': 0.804286282838474}",25,17,-16.854237336889103,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
68,False,"{'a': 0.6599999999999997, 'e': 0.798955523477418}",20,0,-81.88337651066765,"{0: 9, 1: 4, 2: 7, 3: 0, 4: 0}",0
69,False,"{'a': 0.6549999999999997, 'e': 0.7935807340157668}",20,4,-55.775420100065986,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
70,False,"{'a': 0.6499999999999997, 'e': 0.7881632819444526}",30,8,-41.460521001559016,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
71,False,"{'a': 0.6449999999999997, 'e': 0.7827045382418681}",25,4,-133.29832680471608,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 3}",1
72,False,"{'a': 0.6399999999999997, 'e': 0.7772058768035824}",20,0,-95.91522080291499,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
73,False,"{'a': 0.6349999999999997, 'e': 0.7716686738745262}",20,0,-6.9125844245966785,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
74,False,"{'a': 0.6299999999999997, 'e': 0.7660943074839663}",20,0,-37.51111360740725,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
75,False,"{'a': 0.6249999999999997, 'e': 0.7604841568835896}",25,0,-48.54215241858216,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
76,False,"{'a': 0.6199999999999997, 'e': 0.7548396019890073}",30,0,-90.7255211807901,"{0: 19, 1: 6, 2: 4, 3: 0, 4: 1}",0
77,False,"{'a': 0.6149999999999997, 'e': 0.7491620228249927}",25,6,-11.504901914699886,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
78,False,"{'a': 0.6099999999999997, 'e': 0.7434527989747526}",25,0,-92.66886651614568,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",1
79,False,"{'a': 0.6049999999999996, 'e': 0.7377133090335346}",20,12,6.290086934153299,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.5999999999999996, 'e': 0.7319449300668629}",20,0,-185.63981921796307,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 4}",0
81,False,"{'a': 0.5949999999999996, 'e': 0.7261490370736909}",25,0,-59.89250037130794,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
82,False,"{'a': 0.5899999999999996, 'e': 0.7203270024547548}",25,0,-42.53330303242543,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
83,False,"{'a': 0.5849999999999996, 'e': 0.7144801954864034}",35,0,-103.25050235726036,"{0: 23, 1: 5, 2: 5, 3: 1, 4: 1}",0
84,False,"{'a': 0.5799999999999996, 'e': 0.7086099818001768}",20,2,-88.6053763940341,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 2}",1
85,False,"{'a': 0.5749999999999996, 'e': 0.7027177228683976}",25,0,-167.9582395984838,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
86,False,"{'a': 0.5699999999999996, 'e': 0.6968047754960348}",25,0,-105.29609494540355,"{0: 18, 1: 1, 2: 2, 3: 3, 4: 1}",0
87,False,"{'a': 0.5649999999999996, 'e': 0.6908724913190898}",20,9,10.370591884076411,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.5599999999999996, 'e': 0.684922216309753}",30,3,-63.2145951632626,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 0}",1
89,False,"{'a': 0.5549999999999996, 'e': 0.6789552902885679}",35,0,-68.06161792282583,"{0: 24, 1: 8, 2: 2, 3: 0, 4: 1}",0
90,False,"{'a': 0.5499999999999996, 'e': 0.6729730464438339}",20,0,-190.20923198348413,"{0: 11, 1: 0, 2: 4, 3: 2, 4: 3}",0
91,False,"{'a': 0.5449999999999996, 'e': 0.6669768108584744}",35,0,-239.9212662863444,"{0: 18, 1: 4, 2: 8, 3: 2, 4: 3}",0
92,False,"{'a': 0.5399999999999996, 'e': 0.6609679020445866}",20,0,-67.24453291858485,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
93,False,"{'a': 0.5349999999999996, 'e': 0.6549476304858832}",20,4,-105.15619458601941,"{0: 8, 1: 2, 2: 3, 3: 2, 4: 1}",1
94,False,"{'a': 0.5299999999999996, 'e': 0.6489172981882297}",20,0,-37.162136653292485,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
95,False,"{'a': 0.5249999999999996, 'e': 0.642878198238472}",20,3,-52.2156915060693,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
96,False,"{'a': 0.5199999999999996, 'e': 0.6368316143717431}",20,0,-51.35014856368472,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
97,False,"{'a': 0.5149999999999996, 'e': 0.6307788205474282}",20,11,4.881155305718121,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.5099999999999996, 'e': 0.624721080533962}",20,0,-16.999220120000878,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
99,False,"{'a': 0.5049999999999996, 'e': 0.6186596475026225}",25,0,-73.07929114520951,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
100,False,"{'a': 0.49999999999999956, 'e': 0.6125957636304771}",25,2,-25.513209139043056,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 0}",1
101,False,"{'a': 0.49999999999999956, 'e': 0.6065306597126334}",20,8,11.835223715367189,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.49999999999999956, 'e': 0.6004655547839323}",25,3,-115.4416500226781,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 2}",1
103,False,"{'a': 0.49999999999999956, 'e': 0.5944016557502186}",25,0,-103.95656310205861,"{0: 17, 1: 2, 2: 2, 3: 3, 4: 1}",0
104,False,"{'a': 0.49999999999999956, 'e': 0.5883401570293147}",30,16,-10.204429002030453,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
105,False,"{'a': 0.49999999999999956, 'e': 0.5822822402018133}",30,4,-133.35090263221238,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 2}",1
106,False,"{'a': 0.49999999999999956, 'e': 0.5762290736717999}",25,0,-55.38429954636908,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
107,False,"{'a': 0.49999999999999956, 'e': 0.570181812337605}",30,12,-94.07261878323274,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 2}",1
108,False,"{'a': 0.49999999999999956, 'e': 0.5641415972726801}",20,10,-59.92777579193526,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
109,False,"{'a': 0.49999999999999956, 'e': 0.5581095554166826}",35,0,-90.964641380961,"{0: 28, 1: 1, 2: 3, 3: 1, 4: 2}",0
110,False,"{'a': 0.49999999999999956, 'e': 0.5520867992768467}",25,10,-24.26774315249731,"{0: 9, 1: 4, 2: 2, 3: 0, 4: 0}",1
111,False,"{'a': 0.49999999999999956, 'e': 0.5460744266397094}",35,1,-19.70438242040934,"{0: 28, 1: 2, 2: 3, 3: 1, 4: 0}",1
112,False,"{'a': 0.49999999999999956, 'e': 0.5400735202932528}",20,2,7.556359982918156,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.49999999999999956, 'e': 0.5340851477595171}",20,2,11.839407082402436,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.49999999999999956, 'e': 0.5281103610377283}",20,1,-20.838626703439683,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
115,False,"{'a': 0.49999999999999956, 'e': 0.5221501963579799}",35,23,-27.677352202140646,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
116,False,"{'a': 0.49999999999999956, 'e': 0.5162056739454963}",30,0,-31.761193302119192,"{0: 25, 1: 1, 2: 2, 3: 2, 4: 0}",0
117,False,"{'a': 0.49999999999999956, 'e': 0.5102777977955038}",25,8,-38.833686225648314,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
118,False,"{'a': 0.49999999999999956, 'e': 0.5043675554587188}",20,7,-1.273076716861686,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.49999999999999956, 'e': 0.498475917837466}",25,2,0.886547647044521,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
120,False,"{'a': 0.49999999999999956, 'e': 0.4926038389924207}",25,0,13.011368707687422,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
121,False,"{'a': 0.49999999999999956, 'e': 0.4867522559599716}",25,0,-66.53615583498367,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
122,False,"{'a': 0.49999999999999956, 'e': 0.48092208858018637}",25,0,-33.33625400476538,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
123,False,"{'a': 0.49999999999999956, 'e': 0.47511423933535907}",25,0,-118.37417890212026,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
124,False,"{'a': 0.49999999999999956, 'e': 0.4693295931991096}",20,0,-56.57928978496145,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
125,False,"{'a': 0.49999999999999956, 'e': 0.4635690174959985}",20,13,1.8812918609790303,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.49999999999999956, 'e': 0.45783336177161427}",30,8,-7.992385880512378,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
127,False,"{'a': 0.49999999999999956, 'e': 0.4521234576730829}",30,7,-14.005493927559058,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
128,False,"{'a': 0.49999999999999956, 'e': 0.4464401188399433}",25,13,-12.95869199005635,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
129,False,"{'a': 0.49999999999999956, 'e': 0.4407841408053245}",20,10,17.60294401105837,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.49999999999999956, 'e': 0.43515630090735685}",20,9,-6.489641974206578,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
131,False,"{'a': 0.49999999999999956, 'e': 0.4295573582107391}",20,0,-10.002570023580482,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
132,False,"{'a': 0.49999999999999956, 'e': 0.4239880534383814}",20,2,-58.13591880427528,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
133,False,"{'a': 0.49999999999999956, 'e': 0.4184491089130354}",25,0,-64.67667796282782,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
134,False,"{'a': 0.49999999999999956, 'e': 0.4129412285088176}",25,6,-29.38695643123323,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 0}",1
135,False,"{'a': 0.49999999999999956, 'e': 0.40746509761252764}",30,0,-59.967462860297495,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
136,False,"{'a': 0.49999999999999956, 'e': 0.40202138309465485}",25,14,-24.02095755585619,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
137,False,"{'a': 0.49999999999999956, 'e': 0.39661073328996493}",30,0,-1.4442997794350392,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
138,False,"{'a': 0.49999999999999956, 'e': 0.39123377798754955}",20,0,27.336111963030312,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
139,False,"{'a': 0.49999999999999956, 'e': 0.38589112843021894}",20,14,12.869906894958568,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.49999999999999956, 'e': 0.3805833773231131}",30,9,-28.283947696072538,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 0}",1
141,False,"{'a': 0.49999999999999956, 'e': 0.3753110988513995}",30,3,-9.586979178285743,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 0}",1
142,False,"{'a': 0.49999999999999956, 'e': 0.37007484870692464}",20,12,-59.085906680030874,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 1}",1
143,False,"{'a': 0.49999999999999956, 'e': 0.3648751641236792}",20,8,-13.436673349461511,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
144,False,"{'a': 0.49999999999999956, 'e': 0.3597125639219338}",20,0,-15.082481421534732,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
145,False,"{'a': 0.49999999999999956, 'e': 0.35458754856089897}",30,13,3.8306959471313764,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
146,False,"{'a': 0.49999999999999956, 'e': 0.3495006001997565}",20,13,-10.074501077596569,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
147,False,"{'a': 0.49999999999999956, 'e': 0.344452182766909}",20,0,-7.413204737897786,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
148,False,"{'a': 0.49999999999999956, 'e': 0.3394427420372888}",25,18,13.379535915371553,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.49999999999999956, 'e': 0.33447270571756405}",20,1,-38.93254475422646,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
150,False,"{'a': 0.49999999999999956, 'e': 0.32954248353907717}",25,17,15.224689729006784,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.49999999999999956, 'e': 0.32465246735834974}",30,17,-3.961455585145304,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
152,False,"{'a': 0.49999999999999956, 'e': 0.31980303126498016}",20,7,20.521725485802243,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.49999999999999956, 'e': 0.31499453169676334}",20,12,-27.62909972228249,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
154,False,"{'a': 0.49999999999999956, 'e': 0.3102273075618552}",20,14,4.118128750119724,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.49999999999999956, 'e': 0.3055016803678051}",20,11,9.706187517225988,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.49999999999999956, 'e': 0.3008179543572755}",20,5,5.703270862771779,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
157,False,"{'a': 0.49999999999999956, 'e': 0.2961764166502667}",25,13,-29.207688567294166,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
158,False,"{'a': 0.49999999999999956, 'e': 0.29157733739266345}",25,0,-0.9655294219824695,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
159,False,"{'a': 0.49999999999999956, 'e': 0.2870209699109174}",25,0,4.273692596628438,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
160,False,"{'a': 0.49999999999999956, 'e': 0.2825075508726796}",25,5,-41.17907088611701,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
161,False,"{'a': 0.49999999999999956, 'e': 0.27803730045319414}",25,8,-6.678435931296168,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
162,False,"{'a': 0.49999999999999956, 'e': 0.2736104225072639}",20,9,12.741091727323223,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.49999999999999956, 'e': 0.26922710474659955}",20,16,6.254851304288776,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.49999999999999956, 'e': 0.2648875189223591}",25,2,-48.1735442897966,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 1}",1
165,False,"{'a': 0.49999999999999956, 'e': 0.2605918210126892}",30,20,6.594529066095906,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.49999999999999956, 'e': 0.2563401514150736}",20,0,-34.80283148779588,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
167,False,"{'a': 0.49999999999999956, 'e': 0.2521326351433001}",30,18,20.657198762798576,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.49999999999999956, 'e': 0.24796938202885063}",25,0,-75.18776388605383,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
169,False,"{'a': 0.49999999999999956, 'e': 0.24385048692652464}",20,4,24.18092793868887,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.49999999999999956, 'e': 0.23977602992410343}",20,8,22.58219880277472,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.49999999999999956, 'e': 0.23574607655586352}",30,11,21.738305667659926,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.49999999999999956, 'e': 0.23176067801974848}",30,13,1.9881340694304401,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
173,False,"{'a': 0.49999999999999956, 'e': 0.22781987139800902}",20,10,20.48681501777685,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
